title,platform,genre,metascore,userscore,rating,developer
Law & Order II: Double or Nothing,PC,Adventure,74,6.0,T,Legacy Interactive
Law & Order: Criminal Intent,PC,Adventure,56,6.3,M,Legacy Interactive
Law & Order: Dead on the Money,PC,Adventure,70,8.7,T,Legacy Interactive
Law & Order: Justice Is Served,PC,Adventure,77,7.5,T,Legacy Interactive
Law & Order: Legacies,PC,Miscellaneous,53,7.5,,Telltale Games
Lawnmower Racing Mania 2007,PC,Driving,No score yet,8.6,E,eV Interactive
Laxius Force - Heroes Never Die,PC,Role-Playing,No score yet,8.9,,Aldorlea Games
Laxius Force II - The Queen of Adretana,PC,Role-Playing,No score yet,8.9,,Aldorlea Games
Laxius Force III - The Last Stand,PC,Role-Playing,No score yet,9.0,,Aldorlea Games
Layers of Fear,PC,Adventure,72,7.9,,Bloober Team
Layers of Fear: Inheritance,PC,Adventure,70,8.2,M,Bloober Team
Le Mans 24 Hours,PC,Driving,60,tbd,E,Atari
Lead and Gold: Gangs of the Wild West,PC,Action,70,8.4,M,Fatshark AB
Leadfoot,PC,Driving,69,7.6,E,Ratbag
League of Angels,PC,Role-Playing,No score yet,2.1,,GTArcade
M.A.X.: Mechanized Assault & Exploration,PC,Strategy,No score yet,8.8,,Interplay
M.U.D. TV,PC,Strategy,53,4.3,T,Realmforge Studios
Mabinogi,PC,Role-Playing,No score yet,7.4,,devCAT
MacGuffin's Curse,PC,Adventure,73,7.8,,Brawsome
Machinarium,PC,Adventure,85,8.8,,Amanita Design
Mad Max,PC,Action,73,7.8,M,Avalanche Studios
Mad Riders,PC,Driving,No score yet,7.0,E,Techland
Madagascar,PC,Action,73,7.7,E10+,Beenox
Madagascar: Escape 2 Africa,PC,Action,58,8.0,E10+,Aspyr
Madballs in Babo: Invasion,PC,Action,79,8.8,,Playbrains
Madden NFL 06,PC,Sports,78,6.8,E,BudCat
Madden NFL 07,PC,Sports,80,7.3,E,EA Tiburon
Madden NFL 08,PC,Sports,75,6.2,E,EA Tiburon
Madden NFL 2001,PC,Sports,78,5.8,E,EA Sports
Madden NFL 2002,PC,Sports,71,7.9,E,EA Sports
Madden NFL 2003,PC,Sports,89,7.7,E,EA Sports
Madden NFL 2004,PC,Sports,91,7.7,E,EA Tiburon
Madden NFL 2005,PC,Sports,85,6.4,E,BudCat
Made Man: Confessions of the Family Blood,PC,Action Adventure,40,5.7,M,Silverback Studios
Maelstrom,PC,Strategy,58,6.4,T,KDV Games
Mafia,PC,Action Adventure,88,9.1,M,Illusion Softworks
Mafia II,PC,Action Adventure,77,7.9,M,2K Czech
Mafia II: Jimmy's Vendetta,PC,Action Adventure,67,4.0,M,2K Czech
Mafia II: Joe's Adventures,PC,Action Adventure,No score yet,5.6,M,2K Czech
Mafia III,PC,Action Adventure,62,3.2,M,Hangar 13
Magdalena,PC,Adventure,No score yet,6.0,,Yellow Bun
Mage Knight: Apocalypse,PC,Role-Playing,47,5.8,T,InterServ International
Magic & Mayhem,PC,Strategy,No score yet,8.8,T,Mythos Games
Magic & Mayhem: The Art of Magic,PC,Strategy,71,7.0,T,Charybdis
Magic Carpet 2: The Netherworlds,PC,Action,No score yet,6.8,,Take-Two Interactive
Magic Duels: Origins,PC,Strategy,77,5.9,,Stainless Games
N++,PC,Action,90,6.6,,Metanet Software Inc.
N++,PC,Action,90,6.6,,Metanet Software Inc.
N.E.R.O.: Nothing Ever Remains Obscure,PC,Adventure,59,5.4,E,Storm in a Teacup
nail'd,PC,Driving,69,7.7,E10+,Techland
NaissanceE,PC,Adventure Games,66,7.1,,Limasse Five
Naked War,PC,Strategy,83,tbd,,The Pickford Brothers
Namco Museum 50th Anniversary,PC,Miscellaneous,52,tbd,E10+,Namco
Land of Legends,PC,Strategy,70,tbd,,Tiny Hero Game Studios
Land of the Dead: Road to Fiddler's Green,PC,Action,36,6.6,M,Brainbox Games
Lands of Lore III,PC,Role-Playing,No score yet,8.3,T,Westwood Studios
Lands of Lore: Guardians of Destiny,PC,Role-Playing,No score yet,7.1,,Westwood Studios
Lantern Forge,PC,Action,No score yet,6.9,,Hearthfire Studios
Lara Croft and the Guardian of Light,PC,Action Adventure,82,8.1,T,Crystal Dynamics
Lara Croft and the Temple of Osiris,PC,Action,73,5.4,T,Nixxes Software
Lara Croft Tomb Raider: The Angel of Darkness,PC,Action Adventure,49,6.4,T,Core Design Ltd.
Larry Ragland 4x4 Challenge,PC,Driving,51,tbd,E,Xpiral
Larva Mortus,PC,Action,64,7.4,,Rake in Grass
Laser Squad Nemesis,PC,Strategy,73,7.3,T,Codo Games
Last Chaos,PC,Role-Playing,No score yet,7.6,,T-Entertainment
Last Dream,PC,Role-Playing,No score yet,8.3,,White Giant RPG Studios
Last Knight,PC,Action,No score yet,7.9,,Davision
Last Word,PC,Role-Playing,67,8.4,,Twelve Tiles
LaTale,PC,Role-Playing,No score yet,4.8,,Actoz Soft
Law & Order II: Double or Nothing,PC,Adventure,74,6.0,T,Legacy Interactive
Law & Order: Criminal Intent,PC,Adventure,56,6.3,M,Legacy Interactive
Law & Order: Dead on the Money,PC,Adventure,70,8.7,T,Legacy Interactive
Law & Order: Justice Is Served,PC,Adventure,77,7.5,T,Legacy Interactive
Law & Order: Legacies,PC,Miscellaneous,53,7.5,,Telltale Games
Lawnmower Racing Mania 2007,PC,Driving,No score yet,8.6,E,eV Interactive
Laxius Force - Heroes Never Die,PC,Role-Playing,No score yet,8.9,,Aldorlea Games
Laxius Force II - The Queen of Adretana,PC,Role-Playing,No score yet,8.9,,Aldorlea Games
Laxius Force III - The Last Stand,PC,Role-Playing,No score yet,9.0,,Aldorlea Games
Layers of Fear,PC,Adventure,72,7.9,,Bloober Team
Layers of Fear: Inheritance,PC,Adventure,70,8.2,M,Bloober Team
Le Mans 24 Hours,PC,Driving,60,tbd,E,Atari
Lead and Gold: Gangs of the Wild West,PC,Action,70,8.4,M,Fatshark AB
Leadfoot,PC,Driving,69,7.6,E,Ratbag
League of Angels,PC,Role-Playing,No score yet,2.1,,GTArcade
M.A.X.: Mechanized Assault & Exploration,PC,Strategy,No score yet,8.8,,Interplay
M.U.D. TV,PC,Strategy,53,4.3,T,Realmforge Studios
Mabinogi,PC,Role-Playing,No score yet,7.4,,devCAT
MacGuffin's Curse,PC,Adventure,73,7.8,,Brawsome
Machinarium,PC,Adventure,85,8.8,,Amanita Design
Mad Max,PC,Action,73,7.8,M,Avalanche Studios
Mad Riders,PC,Driving,No score yet,7.0,E,Techland
Madagascar,PC,Action,73,7.7,E10+,Beenox
Madagascar: Escape 2 Africa,PC,Action,58,8.0,E10+,Aspyr
Madballs in Babo: Invasion,PC,Action,79,8.8,,Playbrains
Madden NFL 06,PC,Sports,78,6.8,E,BudCat
Madden NFL 07,PC,Sports,80,7.3,E,EA Tiburon
Madden NFL 08,PC,Sports,75,6.2,E,EA Tiburon
Madden NFL 2001,PC,Sports,78,5.8,E,EA Sports
Madden NFL 2002,PC,Sports,71,7.9,E,EA Sports
Madden NFL 2003,PC,Sports,89,7.7,E,EA Sports
Madden NFL 2004,PC,Sports,91,7.7,E,EA Tiburon
Madden NFL 2005,PC,Sports,85,6.4,E,BudCat
Made Man: Confessions of the Family Blood,PC,Action Adventure,40,5.7,M,Silverback Studios
Maelstrom,PC,Strategy,58,6.4,T,KDV Games
Mafia,PC,Action Adventure,88,9.1,M,Illusion Softworks
Mafia II,PC,Action Adventure,77,7.9,M,2K Czech
Mafia II: Jimmy's Vendetta,PC,Action Adventure,67,4.0,M,2K Czech
Mafia II: Joe's Adventures,PC,Action Adventure,No score yet,5.6,M,2K Czech
Mafia III,PC,Action Adventure,62,3.2,M,Hangar 13
Magdalena,PC,Adventure,No score yet,6.0,,Yellow Bun
Mage Knight: Apocalypse,PC,Role-Playing,47,5.8,T,InterServ International
Magic & Mayhem,PC,Strategy,No score yet,8.8,T,Mythos Games
Magic & Mayhem: The Art of Magic,PC,Strategy,71,7.0,T,Charybdis
Magic Carpet 2: The Netherworlds,PC,Action,No score yet,6.8,,Take-Two Interactive
Magic Duels: Origins,PC,Strategy,77,5.9,,Stainless Games
N++,PC,Action,90,6.6,,Metanet Software Inc.
N++,PC,Action,90,6.6,,Metanet Software Inc.
N.E.R.O.: Nothing Ever Remains Obscure,PC,Adventure,59,5.4,E,Storm in a Teacup
nail'd,PC,Driving,69,7.7,E10+,Techland
NaissanceE,PC,Adventure Games,66,7.1,,Limasse Five
Naked War,PC,Strategy,83,tbd,,The Pickford Brothers
Namco Museum 50th Anniversary,PC,Miscellaneous,52,tbd,E10+,Namco
Nancy Drew Dossier: Resorting to Danger,PC,Miscellaneous,77,8.0,E10+,Her Interactive
Nancy Drew: Curse of Blackmoor Manor,PC,Adventure,81,8.7,E,Her Interactive
Nancy Drew: Danger By Design,PC,Adventure,70,5.7,E,Her Interactive
Nancy Drew: Danger on Deception Island,PC,Adventure,81,7.7,E,Her Interactive
Nancy Drew: Ghost of Thornton Hall,PC,Action,No score yet,8.2,E,Her Interactive
Nancy Drew: Last Train to Blue Moon Canyon,PC,Adventure,77,7.8,E,Her Interactive
Nancy Drew: Legend of the Crystal Skull,PC,Adventure,79,8.5,E,Her Interactive
Narco Terror,PC,Action,No score yet,4.6,M,Koch Media
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,PC,Action,80,7.9,T,CyberConnect2
Naruto Shippuden: Ultimate Ninja Storm 4,PC,Action,No score yet,7.4,T,CyberConnect2
Naruto Shippuden: Ultimate Ninja Storm Revolution,PC,Action,61,6.4,T,CyberConnect2
NASCAR '14,PC,Driving,No score yet,5.1,E,Eutechnyx
NASCAR Heat,PC,Driving,81,8.6,E,Monster Games Inc.
NASCAR Heat Evolution,PC,Racing,No score yet,4.6,E,Dusenberry Martin Racing
NASCAR Racing 2002 Season,PC,Driving,89,5.8,E,Papyrus
O.R.B.,PC,Strategy,68,tbd,T,Strategy First
Obduction,PC,Adventure,77,8.0,,Cyan Worlds
OBEY,PC,Strategy,No score yet,7.9,,Dan Dez
Obliteracers,PC,Racing,78,7.4,E,Space Dust Studios
Oblitus,PC,Action,69,7.0,,Connor Ullmann
Obscure,PC,Action Adventure,63,8.0,M,Hydravision
Obscure: The Aftermath,PC,Action Adventure,59,7.3,M,Hydravision
Obscuritas,PC,Adventure,63,3.3,,Visual Imagination Software
Obsidian,PC,Adventure,85,8.3,K-A,Rocket Science Games
Obulis,PC,Miscellaneous,No score yet,7.1,,IonFX
Ocean City Racing,PC,Driving,No score yet,6.4,,Ocean City Racing Dev Team
Oceanhorn: Monster of Uncharted Seas,PC,Action Adventure,74,6.9,,Cornfox & Bros.
Octodad: Dadliest Catch,PC,Adventure Games,69,7.6,E10+,Young Horses
Odallus: The Dark Call,PC,Action Adventure,80,9.0,,JoyMasher
Oddworld: Abe's Exoddus,PC,Action,No score yet,8.6,T,Digital Dialect
Oddworld: Abe's Oddysee,PC,Action,No score yet,8.6,T,Digital Dialect
Oddworld: Abe's Oddysee - New 'n' Tasty,PC,Action,87,7.8,T,Just Add Water
Oddworld: Munch's Oddysee,PC,Action,No score yet,6.9,T,Oddworld Inhabitants
Odium,PC,Strategy,No score yet,8.6,M,Metropolis Software
Odyssey: The Search for Ulysses,PC,Adventure,58,tbd,E,In Utero
Of Light and Darkness: The Prophecy,PC,Adventure,58,tbd,,Tribal Dreams
Of Orcs and Men,PC,Role-Playing,69,6.8,RP,Cyanide
Off-Road Drive,PC,Driving,60,6.4,,Avalon Style
Off-Road Redneck Racing,PC,Driving,65,tbd,E,Rage Software
Officers,PC,Strategy,64,7.2,E10+,3A Games
Offspring Fling,PC,Miscellaneous,79,6.9,,Kyle Pulver
Offworld Trading Company,PC,Strategy,79,7.5,,Mohawk Games
QuestRun,PC,Role-Playing,No score yet,6.5,,Cuve
Quintessence: The Blighted Venom,PC,Role-Playing,No score yet,8.1,,Freebird Games
Quiplash,PC,Miscellaneous,No score yet,8.4,,Jackbox Games
Qvadriga,PC,Strategy,72,4.7,,Turnopia
R.B.I. Baseball 15,PC,Sports,No score yet,2.3,E,MLB.com
R.I.P.D. The Game,PC,Action,26,1.6,T,Old School Games
R.U.S.E.,PC,Strategy,76,8.1,T,Eugen Systems
Rabi-Ribi,PC,Action,No score yet,7.9,,CreSpirit
RACE 07: Official WTCC Game,PC,Driving,83,9.0,E,SimBin
Race Injection,PC,Driving,72,8.6,,SimBin
RACE On,PC,Driving,73,8.2,E,SimBin
Race the Sun,PC,Action,79,7.4,,Flippfly
RACE: The WTCC Game,PC,Driving,81,7.5,E,SimBin
Racer 8,PC,Miscellaneous,No score yet,7.5,,30-06 Studios Ltd
Racing Manager 2014,PC,Driving,No score yet,4.6,,Comport Interactive
RADical ROACH,PC,Action,No score yet,7.1,,Decaying Logic
Rag Doll Kung Fu,PC,Action,69,4.9,T,Mark Healey
Rage,PC,Action,79,5.2,M,id Software
Rage of Mages,PC,Role-Playing,No score yet,8.7,E,Nival Interactive
Rage of Mages II: Necromancer,PC,Role-Playing,No score yet,8.4,E,Nival Interactive
RAGE: The Scorchers,PC,Action,No score yet,6.8,,id Software
Raging Tiger: The Second Korean War,PC,Strategy,54,tbd,,ProSim
Ragnarok Online,PC,Role-Playing,79,8.3,T,Gravity Corporation
Ragnarok Online 2: Legend of the Second,PC,Role-Playing,No score yet,3.4,,Gravity Corporation
RaiderZ,PC,Role-Playing,64,6.6,,Maiet Entertainment
Rail Simulator,PC,Simulation,72,6.9,E,Kuju Entertainment
Railroad Pioneer,PC,Strategy,50,7.3,E,Kritzelkratz
Railroad Tycoon 3,PC,Strategy,80,7.7,E,PopTop Software
Railroad Tycoon II,PC,Strategy,89,8.5,E,PopTop Software
Rails Across America,PC,Strategy,81,8.0,E,Flying Lab Software
RailWorks,PC,Simulation,No score yet,6.9,E,RailSimulator.com
RailWorks 2: Train Simulator,PC,Simulation,No score yet,7.2,E,RailSimulator.com
Railworks 3: Train Simulator 2012,PC,Simulation,67,6.4,E,RailSimulator.com
Rain Blood Chronicles: Mirage,PC,Action,68,7.1,,S-Game
Rainblood: Town of Death,PC,Role-Playing,No score yet,3.0,,Soulframe
RalliSport Challenge,PC,Driving,77,6.4,E,Digital Illusions
Rally Trophy,PC,Driving,82,8.6,E,Bugbear
S.T.A.L.K.E.R.: Call of Pripyat,PC,Action,80,8.7,M,GSC Game World
S.T.A.L.K.E.R.: Clear Sky,PC,Action,75,7.7,M,GSC Game World
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,Action,82,8.4,M,GSC Game World
S.W.I.N.E.,PC,Strategy,65,8.7,T,Stormregion
S4 League,PC,Action,No score yet,6.2,,Pentavision Entertainment
Sacred,PC,Role-Playing,74,7.8,T,Ascaron Entertainment GmbH
Sacred 2 - Fallen Angel: Ice and Blood,PC,Role-Playing,No score yet,6.8,,Deep Silver
Sacred 2: Fallen Angel,PC,Role-Playing,71,6.9,M,Ascaron Entertainment GmbH
Sacred 2: Gold Edition,PC,Miscellaneous,No score yet,7.7,,Ascaron Entertainment GmbH
Sacred 3,PC,Role-Playing,57,1.4,M,Deep Silver
Sacred Citadel,PC,Action,61,5.5,T,Southend Interactive
Sacred Gold,PC,Role-Playing,No score yet,8.2,T,Ascaron Entertainment GmbH
Sacred Underworld,PC,Role-Playing,73,7.7,T,Ascaron Entertainment GmbH
Sacrifice,PC,Strategy,89,8.8,M,Shiny Entertainment
Safecracker: The Ultimate Puzzle Adventure,PC,Miscellaneous,69,7.0,E,Kheops Studio
Saga,PC,Role-Playing,61,8.0,,Wahoo Studios
Saint Seiya: Soldiers' Soul,PC,Action,No score yet,6.3,T,Dimps Corporation
Saints Row 2,PC,Action Adventure,72,6.8,M,Volition Inc.
Saints Row IV,PC,Action Adventure,86,7.4,M,Volition Inc.
Saints Row IV: Enter the Dominatrix,PC,Action Adventure,No score yet,7.3,,Volition Inc.
Saints Row IV: Game of the Century Edition,PC,Action Adventure,No score yet,6.8,M,Volition Inc.
Saints Row IV: How the Saints Save Christmas,PC,Action Adventure,No score yet,6.2,M,Volition Inc.
Saints Row: Gat Out of Hell,PC,Action Adventure,66,6.2,M,Volition Inc.
Saints Row: The Third,PC,Action Adventure,84,8.1,M,Volition Inc.
Saints Row: The Third - Gangstas in Space,PC,Action Adventure,No score yet,5.8,M,Volition Inc.
Saints Row: The Third - Genki Bowl VII,PC,Action,No score yet,4.8,M,Volition Inc.
Saints Row: The Third - Penthouse Pack,PC,Action Adventure,No score yet,7.0,M,Volition Inc.
Saints Row: The Third - The Trouble with Clones,PC,Action Adventure,No score yet,5.6,M,Volition Inc.
Saira,PC,Action,No score yet,6.9,,nifflas
Sakura Angels,PC,Adventure,No score yet,6.1,,Winged Cloud
Sakura Beach,PC,Adventure,No score yet,3.6,,Winged Cloud
Sakura Beach 2,PC,Adventure,No score yet,5.5,,Winged Cloud
Sakura Clicker,PC,Action,No score yet,5.2,,Winged Cloud
Sakura Dungeon,PC,Role-Playing,No score yet,8.0,,Winged Cloud
Sakura Fantasy,PC,Adventure,No score yet,2.6,,Winged Cloud
Sakura Spirit,PC,Miscellaneous,No score yet,5.6,,Winged Cloud
Sakura Swim Club,PC,Adventure,No score yet,6.0,,Winged Cloud
Salammbo: Battle of Carthage,PC,Adventure,77,7.6,T,Cryo Interactive
Salt and Sanctuary,PC,Action,84,7.9,,Ska Studios
Salt Lake 2002,PC,Sports,44,tbd,E,Attention To Detail
Salvation Prophecy,PC,Simulation,No score yet,7.5,,Firedance Games
Salvo!,PC,Action Adventure,58,tbd,,Spruegames
Sam & Max Episode 101: Culture Shock,PC,Adventure,81,8.7,T,Telltale Games
Sam & Max Episode 102: Situation: Comedy,PC,Adventure,79,7.9,T,Telltale Games
"Sam & Max Episode 103: The Mole, the Mob and the Meatball",PC,Adventure,74,8.2,,
Sam & Max Episode 104: Abe Lincoln Must Die!,PC,Adventure,80,7.8,,Telltale Games
Sam & Max Episode 105: Reality 2.0,PC,Adventure,82,8.4,,Telltale Games
Sam & Max Episode 106: Bright Side of the Moon,PC,Adventure,79,7.3,T,Telltale Games
Sam & Max Episode 201: Ice Station Santa,PC,Adventure,82,8.5,T,Telltale Games
Sam & Max Episode 202: Moai Better Blues,PC,Adventure,80,7.7,T,Telltale Games
Sam & Max Episode 203: Night of the Raving Dead,PC,Adventure,79,8.2,T,Telltale Games
Sam & Max Episode 204: Chariots of the Dogs,PC,Adventure,85,8.1,T,Telltale Games
"Sam & Max Episode 205: What's New, Beelzebub?",PC,Adventure,85,8.5,T,
Sam & Max: Season One,PC,Miscellaneous,No score yet,8.2,T,Telltale Games
UberSoldier,PC,Action,57,6.5,M,Burut Software
UberSoldier II,PC,Action,62,7.2,M,Burut Software
UEFA Euro 2004: Portugal,PC,Sports,76,6.5,E,EA Canada
UEFA Euro 2012,PC,Sports,64,2.9,E,EA Canada
UFO: Afterlight,PC,Strategy,71,7.6,T,Altar Interactive
UFO: Aftermath,PC,Strategy,67,5.9,T,Altar Interactive
UFO: Aftershock,PC,Strategy,67,7.7,T,Altar Interactive
UFO: Extraterrestrials,PC,Strategy,68,6.9,E10+,Chaos Concept
Ultima IX: Ascension,PC,Role-Playing,No score yet,5.1,M,Electronic Arts
Ultima Online,PC,Role-Playing,59,8.8,M,Origin
Ultima Online: Age of Shadows,PC,Role-Playing,74,7.0,T,Electronic Arts
Ultima Online: Kingdom Reborn,PC,Role-Playing,No score yet,4.5,T,Electronic Arts
Ultima Online: Lord Blackthorn's Revenge,PC,Role-Playing,65,5.4,T,Electronic Arts
Ultima Online: Samurai Empire,PC,Role-Playing,62,5.7,T,EA Games
Ultima Online: The Eighth Age,PC,Role-Playing,No score yet,7.0,T,Electronic Arts
Ultima Online: Third Dawn,PC,Role-Playing,69,tbd,T,Electronic Arts
Ultimate Chicken Horse,PC,Action,No score yet,8.8,,Clever Endeavour Games
Ultimate Demolition Derby,PC,Driving,27,8.3,E,3 Romans
Ultimate General: Gettysburg,PC,Strategy,84,8.0,,Game-Labs
Ultimate Ride,PC,Action,68,8.2,E,Gigawatt Studios
Ultimate Ride Coaster Deluxe,PC,Strategy,77,5.9,E,Gigawatt Studios
Ultimate Ride: Disney Coaster,PC,Strategy,72,7.0,E,Disney Interactive
Ultimate Spider-Man,PC,Action,75,8.4,T,Beenox
Ultionus: A Tale of Petty Revenge,PC,Action,No score yet,7.3,,Last Dimension
Ultra Street Fighter IV,PC,Action,82,6.9,T,Capcom
Ultratron,PC,Action,No score yet,7.9,E,Puppy Games
Umbrella Corps,PC,Action,36,2.3,M,Capcom
Unbox,PC,Action,68,tbd,,Prospect Games
Uncanny Valley,PC,Action Adventure,67,7.4,,Cowardly Creations
Uncharted Waters Online,PC,Role-Playing,No score yet,7.2,E10+,Koei
Uncommon Valor: Campaign for the South Pacific,PC,Strategy,79,7.6,E,2By3 Games
Uncrowded,PC,Action Adventure,No score yet,1.3,,Kotach
VA-11 Hall-A: Cyberpunk Bartender Action,PC,Simulation,77,8.0,,Sukeban Games
Valdis Story: Abyssal City,PC,Action,83,8.1,,Endless Fluff
Valentino Rossi The Game,PC,Racing,72,6.2,E,Milestone
Valhalla Chronicles,PC,Role-Playing,No score yet,6.0,T,Paradox Interactive
Valhalla Hills,PC,Strategy,69,7.6,,Daedalic Entertainment
Valiant Hearts: The Great War,PC,Action,79,8.6,T,Ubisoft Montpellier
Valkyria Chronicles,PC,General,85,8.2,T,Sega
Valley,PC,Action Adventure,No score yet,7.9,T,Blue Isle Studios
Vampire: The Masquerade - Bloodlines,PC,Role-Playing,80,9.0,M,Troika Games
Vampire: The Masquerade - Redemption,PC,Role-Playing,74,8.4,M,Nihilistic
Van Helsing I: Complete Pack,PC,Role-Playing,85,8.2,,NeocoreGames
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PC,Sports,57,3.7,E,Eurocom Entertainment Software
Vangers: One for the Road,PC,Action Adventure,No score yet,8.4,,K-D Lab
Vanguard Princess,PC,Action,No score yet,6.3,,Sugeno Tomoaki
Vanguard: Saga of Heroes,PC,Role-Playing,68,7.1,T,Sigil Games Online
Vector,PC,Action,No score yet,7.7,,Nekki
Vector Thrust,PC,Simulations,57,5.0,,timesymmetry
Vegas Tycoon,PC,Strategy,76,7.4,T,Deep Red
Vegas: Make It Big,PC,Strategy,No score yet,5.0,T,Deep Red
Velocibox,PC,Action,No score yet,6.8,,Shawn Beck
Velocity 2X,PC,Action,No score yet,5.6,,FuturLab
Velvet Assassin,PC,Action,61,6.2,M,Replay Studios
Velvet Sundown,PC,Role-Playing,No score yet,6.9,,Tribe Studios
Vendetta Online,PC,Role-Playing,62,7.3,T,Guild Software
Vendetta: Curse of Raven's Cry,PC,Strategy,No score yet,3.7,,Reality Pump
Venetica,PC,Role-Playing,61,6.9,T,Deck 13
Verde Station,PC,Sci-Fi,No score yet,4.8,,Duelboot
Verdun,PC,Action,70,7.8,,M2H
Wailing Heights,PC,Adventure,70,6.9,,Outsider Games
Wake,PC,Action,No score yet,2.8,,Boss Baddie
WAKFU,PC,Role-Playing,76,5.5,,Ankama Games
Waking Mars,PC,Action,79,7.7,,Tiger Style
WALL-E,PC,Action,58,6.8,E,Heavy Iron Studios
"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",PC,Miscellaneous,76,7.5,,
"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",PC,Miscellaneous,72,8.6,E,
"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!",PC,Miscellaneous,75,7.5,,
"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",PC,Miscellaneous,72,7.9,E,
Wanda - A Beautiful Apocalypse,PC,Role-Playing,No score yet,6.8,,Kodots Games
Wander,PC,Simulation,No score yet,4.3,,Wander
Wanderlust Adventures,PC,Role-Playing,No score yet,5.2,,Yeti Trunk
Wanderlust: Rebirth,PC,Role-Playing,No score yet,4.9,,Yeti Trunk
Wanted: A Wild Western Adventure,PC,Action Adventure,66,8.4,E,Revistonic
Wanted: Weapons of Fate,PC,Action,62,7.3,M,GRIN
War for the Overworld,PC,Strategy,65,7.6,,Subterranean Games
War Front: Turning Point,PC,Strategy,73,7.2,T,Digital Reality
War in the Pacific: Admiral's Edition,PC,Strategy,No score yet,7.6,,Henderson Field Designs
War Inc. Battle Zone,PC,Action,No score yet,4.5,,Online Warmongers LLC
War Leaders: Clash of Nations,PC,Strategy,No score yet,6.4,T,Enigma Software Productions
War of the Human Tanks,PC,Strategy,No score yet,6.0,T,Fruitbat Factory
War of the Immortals,PC,Role-Playing,No score yet,4.7,,Perfect World Beijing
War of the Roses,PC,Action,73,5.8,RP,Fatshark AB
War of the Vikings,PC,Action,62,6.1,RP,Fatshark AB
War Rock,PC,Action,53,5.5,T,Dream Execution
War Thunder,PC,Action,82,6.6,T,Gaijin Entertainment
War Thunder: Steam Pack,PC,Action,No score yet,3.7,,Gaijin Entertainment
War Times,PC,Strategy,53,tbd,T,Legend Studios
War World: Tactical Combat,PC,Action,74,7.7,,Third Wave Games
"War, the Game",PC,Strategy,65,7.1,,
WarBirds III,PC,Simulation,78,6.3,,iEntertainment Network
Warcraft II: Battle.net Edition,PC,Strategy,No score yet,8.8,T,Blizzard Entertainment
Warcraft II: Beyond the Dark Portal,PC,Strategy,No score yet,8.6,,Blizzard Entertainment
Warcraft III: Battlechest,PC,Strategy,No score yet,8.0,T,Blizzard Entertainment
X Rebirth,PC,Simulation,33,3.3,T,Egosoft
X-Blades,PC,Action,54,6.6,M,Gaijin Entertainment
X-COM: Apocalypse,PC,Strategy,No score yet,8.9,T,Culture Brain
X-COM: Enforcer,PC,Action,65,7.2,T,MicroProse
X-COM: Interceptor,PC,Simulation,No score yet,4.8,T,Atari
X-COM: Terror From the Deep,PC,Strategy,No score yet,8.9,,Culture Brain
X-COM: UFO Defense,PC,Strategy,No score yet,9.1,E,Culture Brain
X-Men Legends II: Rise of Apocalypse,PC,Role-Playing,80,8.5,T,Raven Software
X-Men Origins: Wolverine,PC,Action,77,8.1,M,Raven Software
X-Men: The Official Game,PC,Action,52,6.8,T,Beenox
X-Plane,PC,Simulation,69,5.8,E,Laminar Research
X-Plane 8,PC,Simulation,82,7.9,E,Laminar Research
X-Tension,PC,Simulation,No score yet,7.7,,Egosoft
X-Wing vs. TIE Fighter: Balance of Power,PC,Simulation,No score yet,8.5,K-A,Totally Games
X2: The Threat,PC,Simulation,72,7.2,T,Egosoft
X2: Wolverine's Revenge,PC,Action Adventure,55,4.3,T,Livesay Technologies
X3: Albion Prelude,PC,Action,75,8.4,,Egosoft
X3: Reunion,PC,Simulation,71,6.9,T,Egosoft
X3: Terran Conflict,PC,Simulation,73,7.9,T,Egosoft
X: Beyond the Frontier,PC,Simulation,67,7.3,T,Egosoft
XCOM 2,PC,Strategy,88,7.1,T,Firaxis Games
XCOM 2 - Alien Hunters,PC,Strategy,No score yet,4.8,,Firaxis Games
XCOM: Enemy Unknown,PC,Strategy,89,8.2,M,Firaxis Games
XCOM: Enemy Unknown - Second Wave,PC,Strategy,No score yet,7.6,M,Firaxis Games
XCOM: Enemy Unknown - Slingshot,PC,Strategy,No score yet,8.6,M,Firaxis Games
XCOM: Enemy Within,PC,Turn-Based Strategy,86,8.0,M,Firaxis Games
Xenonauts,PC,Other Strategy Games,77,8.0,,Gamethunks
Xeodrifter,PC,Action,No score yet,6.0,E,Renegade Kid
XIII,PC,Action,72,7.8,M,Ubisoft Paris
Xonotic,PC,Action,No score yet,8.9,,Team Xonotic
Xotic,PC,Action,67,7.6,,WXP
Xpand Rally,PC,Driving,82,7.4,E,Techland
Xpand Rally Xtreme,PC,Driving,No score yet,6.8,,Techland
Xsyon,PC,Role-Playing,No score yet,9.0,,Notorious Games
Xtreme Air Racing,PC,Simulation,83,5.9,E,eGames
