title,platform,genre,metascore,userscore,rating,developer
Mega Coin Squad,Xbox One,Action,74,6.4,T,Big Pixel Studios
Mega Man Legacy Collection,Xbox One,Miscellaneous,80,7.1,E,Digital Eclipse
Metal Gear Solid V: Ground Zeroes,Xbox One,Action Adventure,76,5.4,M,Kojima Productions
Metal Gear Solid V: Metal Gear Online,Xbox One,Action Adventure,No score yet,8.5,,Kojima Productions
Metal Gear Solid V: The Phantom Pain,Xbox One,Action Adventure,95,7.3,M,Kojima Productions
Metro Redux,Xbox One,Action,84,8.2,M,4A Games
Metro: 2033 Redux,Xbox One,Action,No score yet,7.9,M,4A Games
Metro: Last Light Redux,Xbox One,Action,No score yet,7.5,M,4A Games
Middle-earth: Shadow of Mordor,Xbox One,Action Adventure,87,8.0,M,Monolith Productions
Middle-earth: Shadow of Mordor - Game of the Year Edition,Xbox One,Action Adventure,No score yet,7.2,M,Monolith Productions
Middle-earth: Shadow of Mordor - Lord of the Hunt,Xbox One,Action Adventure,No score yet,6.0,M,Monolith Productions
Middle-earth: Shadow of Mordor - The Bright Lord,Xbox One,Action Adventure,61,7.1,M,Monolith Productions
Mighty No. 9,Xbox One,Action,55,4.2,E10+,Inti Creates
Minecraft: Story Mode - A Telltale Games Series,Xbox One,Fantasy,No score yet,5.1,E10+,Telltale Games
Minecraft: Story Mode - Episode 1: The Order of the Stone,Xbox One,Action Adventure,77,4.1,E10+,Telltale Games
Minecraft: Story Mode - Episode 2: Assembly Required,Xbox One,Action Adventure,61,3.7,E10+,Telltale Games
Minecraft: Story Mode - Episode 3: The Last Place You Look,Xbox One,Action Adventure,75,5.6,E10+,Telltale Games
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,Xbox One,Action Adventure,71,5.1,E10+,Telltale Games
Minecraft: Story Mode - Episode 5: Order Up!,Xbox One,Action Adventure,69,5.2,E10+,Telltale Games
Minecraft: Story Mode - Episode 6: A Portal to Mystery,Xbox One,Action Adventure,71,6.2,E10+,Telltale Games
Minecraft: Story Mode - Episode 7: Access Denied,Xbox One,Action Adventure,71,tbd,E10+,Telltale Games
Minecraft: Xbox One Edition,Xbox One,Action Adventure,88,6.8,E10+,4J Studios
Mirror's Edge Catalyst,Xbox One,Action,72,4.4,T,EA DICE
Mitsurugi Kamui Hikae,Xbox One,Action,No score yet,8.3,T,Zenith Blue
Monochroma,Xbox One,Action,66,tbd,T,Nowhere Studios
Monopoly Plus,Xbox One,Miscellaneous,No score yet,6.6,E,Asobo Studio
Monopoly: Family Fun Pack,Xbox One,Miscellaneous,No score yet,6.7,E,Ubisoft
Mortal Kombat X,Xbox One,Action,86,7.3,M,Warner Bros. Interactive Entertainment
Mortal Kombat XL,Xbox One,Action,No score yet,6.4,M,NetherRealm Studios
Mount & Blade: Warband,Xbox One,Role-Playing,57,8.6,T,Taleworlds
Murdered: Soul Suspect,Xbox One,Action,51,7.0,M,Airtight Games
MX vs. ATV Supercross Encore,Xbox One,Racing,45,tbd,,Rainbow Studios
MXGP2: The Official Motocross Videogame,Xbox One,Racing,59,7.2,E,Milestone S.r.l
Mystery Castle,Xbox One,Puzzle,73,tbd,E,Runestone Games Limited
N.E.R.O.: Nothing Ever Remains Obscure,Xbox One,Miscellaneous,64,7.9,E,Storm in a Teacup
Naruto Shippuden: Ultimate Ninja Storm 4,Xbox One,Action,81,8.4,T,CyberConnect2
NASCAR Heat Evolution,Xbox One,Racing,No score yet,1.6,E,Dusenberry Martin Racing
NBA 2K14,Xbox One,Basketball,86,5.7,E,Visual Concepts
NBA 2K15,Xbox One,Sports,82,6.3,E,Visual Concepts
NBA 2K16,Xbox One,Action,86,6.2,E10+,Visual Concepts
NBA 2K17,Xbox One,Sports,92,6.9,E,Visual Concepts
NBA Live 14,Xbox One,Basketball,36,3.1,E,EA Sports
NBA Live 15,Xbox One,Sports,53,6.8,E,EA Sports
NBA Live 16,Xbox One,Sports,60,5.6,E,EA Sports
Necropolis,Xbox One,Action Adventure,64,tbd,,Harebrained Schemes LLC
Need for Speed,Xbox One,Racing,65,7.8,T,Ghost Games
Need for Speed: Rivals,Xbox One,Driving,75,5.8,E10+,Ghost Games
Neon Chrome,Xbox One,Action,72,tbd,T,10tons Entertainment
Never Alone,Xbox One,Action,66,7.0,E10+,Upper One Games
Neverwinter,Xbox One,Role-Playing,66,4.9,T,Cryptic Studios
NHL 15,Xbox One,Sports,59,3.2,E10+,EA Sports
NHL 16,Xbox One,Sports,80,6.0,E10+,EA Sports
NHL 17,Xbox One,Sports,77,4.1,E10+,EA Canada
Nightmares from the Deep 2: The Siren's Call,Xbox One,General,69,tbd,E10+,Artifex Mundi
Ninja Pizza Girl,Xbox One,Action,63,tbd,E10+,Disparity Games
No Time to Explain,Xbox One,Action,52,5.2,T,tiny Build GAMES
Not A Hero: Super Snazzy Edition,Xbox One,Action,75,tbd,M,roll7
Nutjitsu,Xbox One,Action,50,4.4,E,NinjaBee
Oceanhorn: Monster of Uncharted Seas,Xbox One,Action Adventure,72,8.2,E10+,Cornfox & Bros.
Octodad: Dadliest Catch,Xbox One,Adventure,No score yet,7.8,E10+,Young Horses
Oddworld: Abe's Oddysee - New 'n' Tasty,Xbox One,Action,86,8.4,T,Just Add Water
OlliOlli,Xbox One,Sports,78,6.8,E,Tom Hegarty
OlliOlli2: XL Edition,Xbox One,Sports,83,6.0,T,roll7
One Piece: Burning Blood,Xbox One,Action,60,6.4,T,Spike Chunsoft
Onigiri,Xbox One,Role-Playing,No score yet,8.5,,Cyberstep
Organic Panic,Xbox One,Puzzle,66,tbd,,Last Limb Games
Ori and the Blind Forest,Xbox One,Action,88,8.5,E,Moon Studios
Ori and the Blind Forest: Definitive Edition,Xbox One,Action,88,7.3,E,Moon Studios
Outlast,Xbox One,Action Adventure,80,7.9,M,Red Barrels
Overcooked,Xbox One,Action,78,5.8,E,Ghost Town Games Ltd.
Overlord: Fellowship of Evil,Xbox One,Role-Playing,36,3.6,T,Codemasters
Overwatch,Xbox One,Action,91,5.6,T,Blizzard Entertainment
Oxenfree,Xbox One,Action Adventure,78,7.0,,Night School Studio
Pac-Man 256,Xbox One,Action,80,6.3,E,HIPSTER WHALE
Pac-Man Championship Edition 2,Xbox One,Action,76,8.4,E,Bandai Namco Games
Paranautical Activity,Xbox One,Action,48,4.3,T,Code Avarice
Party Hard,Xbox One,Action,51,6.4,M,Pinokl Games
Payday 2: Crimewave Edition,Xbox One,Action,65,3.2,M,Overkill Software
Peggle 2,Xbox One,Miscellaneous,77,7.2,E,PopCap
Peggle 2: Jimmy Lightning DLC Pack,Xbox One,Miscellaneous,No score yet,6.8,E,
Peggle 2: The Windy's Master Pack,Xbox One,Miscellaneous,No score yet,5.1,E,
Penarium,Xbox One,Action,72,tbd,T,Self Made Miracle
Pharaonic,Xbox One,Role-Playing,71,tbd,M,Milkstone Studios
Pier Solar and the Great Architects,Xbox One,Role-Playing,No score yet,5.5,T,Watermelon Development
Pinball FX 2,Xbox One,Action,85,7.0,E10+,Zen Studios
Pinball FX 2: Guardians of the Galaxy,Xbox One,Action,No score yet,7.8,E10+,Zen Studios
Pinball FX 2: Iron and Steel Pack,Xbox One,Action,74,tbd,,Zen Studios
Pixel Piracy,Xbox One,Strategy,53,3.1,T,Abstraction Games
Plague Inc: Evolved,Xbox One,Strategy,80,7.5,E10+,Ndemic Creations
Plants vs Zombies: Garden Warfare,Xbox One,Action,76,7.4,E10+,PopCap
Plants vs Zombies: Garden Warfare 2,Xbox One,Action,80,8.1,E10+,PopCap
Platinum Demo: Final Fantasy XV,Xbox One,Role-Playing,No score yet,5.8,,Square Enix
Pneuma: Breath of Life,Xbox One,Sci-Fi,63,6.8,E,Deco Digital
Pool Nation FX,Xbox One,Sports,No score yet,5.4,E,Cherry Pop Games
Powerstar Golf,Xbox One,Golf,65,5.7,E,Zoe Mode
Prison Architect,Xbox One,Strategy,74,6.7,M,Introversion
Pro Evolution Soccer 2015,Xbox One,Action,79,7.3,E,Konami
Pro Evolution Soccer 2016,Xbox One,Sports,85,6.3,E,Konami
Pro Evolution Soccer 2017,Xbox One,Sports,88,6.3,E,Konami
Professional Farmer 2017,Xbox One,Simulation,33,tbd,E,Visual Imagination Software
Project CARS,Xbox One,Driving,81,5.8,E,Slightly Mad Studios
Project CARS: Game of the Year Edition,Xbox One,Racing,80,tbd,,Slightly Mad Studios
Project Root,Xbox One,Action,38,5.0,T,Pablo Testa
Project Spark,Xbox One,Action,73,6.9,E10+,Microsoft Game Studios
Prototype,Xbox One,Action Adventure,No score yet,4.2,M,Radical Entertainment
Prototype 2,Xbox One,Action Adventure,No score yet,5.5,M,Radical Entertainment
Prototype Biohazard Bundle,Xbox One,Miscellaneous,56,3.1,M,Radical Entertainment
Pumped BMX +,Xbox One,Racing,56,tbd,E,Yeah Us!
Pure Hold 'Em,Xbox One,Miscellaneous,No score yet,4.3,T,VooFoo Studios
Pure Pool,Xbox One,Alternative,68,7.9,E,VooFoo Studios
Q*bert: Rebooted: The XBOX One @!#?@! Edition,Xbox One,Action,56,4.8,E10+,GPC Games
Q.U.B.E. Director's Cut,Xbox One,Miscellaneous,76,6.9,T,Toxic Games
Quantum Break,Xbox One,Action,77,6.8,M,Remedy Entertainment
Quantum Rush Champions,Xbox One,Racing,54,tbd,E,GameArt Studio GmbH
Quest of Dungeons,Xbox One,Role-Playing,76,tbd,E10+,Upfall Studios
Quiplash,Xbox One,Miscellaneous,83,8.5,T,Jackbox Games
R.B.I. Baseball 14,Xbox One,Sports,No score yet,5.1,E,MLB.com
R.B.I. Baseball 15,Xbox One,Sports,46,4.8,E,MLB.com
R.B.I. Baseball 16,Xbox One,Sports,34,4.8,E,MLB AM
Rabbids Invasion,Xbox One,Action,53,5.8,E10+,Ubisoft
Raiden V,Xbox One,Action,75,7.4,E,Moss
Rare Replay,Xbox One,Miscellaneous,84,7.7,M,Rare Ltd.
Rayman Legends,Xbox One,Action,91,7.9,E10+,Ubisoft Montpellier
Reagan Gorbachev,Xbox One,Puzzle,59,tbd,M,Team2Bit
Rebel Galaxy,Xbox One,Action,76,7.1,T,Double Damage Games
ReCore,Xbox One,Action Adventure,63,6.6,T,Armature Studio
Resident Evil 0: HD Remaster,Xbox One,Action Adventure,69,7.3,M,Capcom
Resident Evil 4,Xbox One,Action Adventure,76,7.3,M,Capcom
Resident Evil 5,Xbox One,Action Adventure,75,8.1,M,Capcom
Resident Evil 6,Xbox One,Action Adventure,63,6.2,M,Capcom
Resident Evil HD Remaster,Xbox One,Horror,82,7.9,M,Capcom
Resident Evil: Origins Collection,Xbox One,Miscellaneous,No score yet,6.5,M,Capcom
Resident Evil: Revelations 2,Xbox One,Horror,75,7.5,M,Capcom
Resident Evil: Revelations 2 - Episode 1: Penal Colony,Xbox One,Action Adventure,73,7.5,M,Capcom
Resident Evil: Revelations 2 - Episode 2: Contemplation,Xbox One,Action Adventure,74,8.0,M,Capcom
Resident Evil: Revelations 2 - Episode 3: Judgment,Xbox One,Action Adventure,73,7.8,M,Capcom
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,Xbox One,Action Adventure,74,8.1,M,Capcom
Reus,Xbox One,Strategy,62,tbd,,Soedesco
RIDE,Xbox One,Racing,54,5.3,E,Milestone S.r.l
Ride 2,Xbox One,Racing,No score yet,9.6,E,Milestone S.r.l
Riptide GP2,Xbox One,Driving,65,7.7,E,Vector Unit Inc.
Rise of the Tomb Raider,Xbox One,Fantasy,86,8.0,M,Crystal Dynamics
Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,Xbox One,Action Adventure,73,7.8,M,Crystal Dynamics
Rise of the Tomb Raider: Blood Ties,Xbox One,Action Adventure,No score yet,8.8,,Crystal Dynamics
Rise of the Tomb Raider: Cold Darkness Awakened,Xbox One,Action Adventure,68,5.8,,Nixxes Software
RISK,Xbox One,Miscellaneous,No score yet,6.4,E10+,Zoe Mode
Risk: Urban Assault,Xbox One,Strategy,No score yet,5.4,E10+,Zoe Mode
ROBLOX,Xbox One,Action Adventure,No score yet,4.1,E10+,ROBLOX
Rock 'N Racing Grand Prix,Xbox One,Racing,37,5.0,E,EnjoyUp Games
Rock 'N Racing Off Road DX,Xbox One,Racing,29,tbd,E,EnjoyUp Games
Rock Band 4,Xbox One,Action,79,6.4,T,Harmonix Music Systems
Rock Band Rivals,Xbox One,Action,81,tbd,,Harmonix Music Systems
Rock Zombie,Xbox One,Action,42,4.5,T,Quaternion Studio
Rocket League,Xbox One,Sports,87,8.3,E,Psyonix
Rocksmith 2014 Edition,Xbox One,Action,72,7.9,T,Ubisoft
Rogue Legacy,Xbox One,Action,84,7.2,E10+,Cellar Door Games
Rory McIlroy PGA Tour,Xbox One,Traditional,60,4.3,E,EA Tiburon
Roundabout,Xbox One,Driving,74,4.6,M,No Goblin
Rugby 15,Xbox One,Alternative,20,3.1,E,HB Studios Multimedia
Rugby Challenge 3,Xbox One,Sports,No score yet,6.6,E,Wicked Witch Software
Rugby League Live 3,Xbox One,Sports,No score yet,7.1,E,Big Ant Studios
Rugby World Cup 2015,Xbox One,Sports,No score yet,4.3,E,HB Studios Multimedia
Ryse: Son of Rome,Xbox One,Action Adventure,60,6.1,M,Crytek
Saints Row IV: Re-Elected,Xbox One,Action Adventure,73,7.0,M,Volition Inc.
Saints Row: Gat Out of Hell,Xbox One,Action Adventure,65,6.0,M,Volition Inc.
Saturday Morning RPG,Xbox One,Role-Playing,No score yet,8.7,E10+,Mighty Rabbit Studios
Schrodinger's Cat and the Raiders of the Lost Quark,Xbox One,Action,67,tbd,E,Italic Pig
ScreamRide,Xbox One,Simulation,71,4.8,E10+,Frontier Developments
Screencheat,Xbox One,Action,72,tbd,E10+,Samurai Punk
Sebastien Loeb Rally Evo,Xbox One,Racing,63,8.2,E,Milestone S.r.l
Shadow Complex Remastered,Xbox One,Action,74,6.9,T,Chair Entertainment
Shadow Warrior,Xbox One,Action,74,7.9,M,Flying Wild Hog
Shantae and the Pirate's Curse,Xbox One,Action,79,7.8,E10+,WayForward
Shape Up,Xbox One,Miscellaneous,58,8.3,E,Ubisoft Montreal
Sheltered,Xbox One,Strategy,69,tbd,T,Unicube
Sherlock Holmes: Crimes & Punishments,Xbox One,Adventure,72,6.8,M,Frogwares
Sherlock Holmes: The Devil's Daughter,Xbox One,Adventure,66,7.7,T,Frogwares
Shiftlings,Xbox One,Action,63,5.8,T,Rock Pocket Games
Shovel Knight,Xbox One,Action,86,7.5,E,Yacht Club Games
Shovel Knight: Plague of Shadows,Xbox One,Action,No score yet,8.1,E,Yacht Club Games
Shred It!,Xbox One,Action,53,tbd,E,EM Studios Ltd
Sixty Second Shooter Prime,Xbox One,Action,61,7.2,E,Happion Laboratories
Skylanders Imaginators,Xbox One,Action,77,8.0,E10+,Toys for Bob
Skylanders SuperChargers,Xbox One,Action,76,5.5,E10+,Vicarious Visions
Skylanders Swap Force,Xbox One,Action,No score yet,5.5,E10+,Vicarious Visions
Skylanders Trap Team,Xbox One,Action,78,7.1,E10+,Toys for Bob
Skyling: Garden Defense,Xbox One,Action,50,tbd,E,Mighty Studios LLC
Sleeping Dogs: Definitive Edition,Xbox One,Action Adventure,75,7.4,M,United Front Games
Slender: The Arrival,Xbox One,Adventure,59,7.1,T,Blue Isle Studios
Slice Zombies for Kinect,Xbox One,Action,No score yet,6.2,T,MADE GmbH
SMITE,Xbox One,Strategy,80,7.7,T,Hi-Rez Studios
Sniper Elite III,Xbox One,Action,63,6.6,M,Rebellion
So Many Me,Xbox One,Puzzle,82,6.2,E,Extend Studio
Soda Drinker Pro,Xbox One,Miscellaneous,31,4.4,E,Snowrunner Games
Solar Shifter EX,Xbox One,Action,53,tbd,E,Elder Games
Song of the Deep,Xbox One,Action Adventure,66,6.7,E,Insomniac Games
Soul Axiom,Xbox One,Adventure,54,tbd,T,Wales Interactive Ltd.
Spareware,Xbox One,Action,No score yet,5.8,T,Rusto
Sparkle 2,Xbox One,Puzzle,63,tbd,E,10tons Entertainment
Sparkle Unleashed,Xbox One,Puzzle,62,7.0,E,10tons Entertainment
Spectra: 8bit Racing,Xbox One,Driving,52,6.5,E,Gateway Interactive
Spy Chameleon,Xbox One,Puzzle,71,6.4,E,Unfinished Pixel
Star Trek Online,Xbox One,Role-Playing,No score yet,5.7,T,Cryptic Studios
Star Wars Battlefront,Xbox One,Action,75,4.5,T,EA DICE
Star Wars Battlefront: Outer Rim,Xbox One,Action,No score yet,3.0,T,EA DICE
Stardust Galaxy Warriors: Stellar Climax,Xbox One,Action,85,8.9,E,Dreamloop Games
Starpoint Gemini 2,Xbox One,Strategy,71,7.8,T,Little Green Men
Starwhal,Xbox One,Action,69,tbd,E10+,Breakfall
State of Decay: Year One Survival Edition,Xbox One,Horror,72,7.1,M,Undead Labs
Stealth Inc 2: A Game of Clones,Xbox One,Action,82,6.9,T,Curve Digital
SteamWorld Dig,Xbox One,Action,83,7.1,E10+,Image & Form
Steredenn,Xbox One,Action,79,7.0,E10+,Pixelnest Studio
Stick it to the Man!,Xbox One,Action,76,7.1,T,Zoink!
Stikbold! A Dodgeball Adventure,Xbox One,Action,72,8.8,E,Reign Bros
Stories of Bethem: Full Moon,Xbox One,Role-Playing,75,tbd,,GuGames DEV
Stranger of Sword City,Xbox One,Role-Playing,70,7.4,T,Experience Inc.
Strider,Xbox One,Action Adventure,76,6.9,E10+,Double Helix Games
Strike Suit Zero: Director's Cut,Xbox One,Action,67,5.7,T,Born Ready Games
Styx: Master of Shadows,Xbox One,Action Adventure,69,7.1,M,Cyanide
Submerged,Xbox One,Action Adventure,57,6.6,E10+,Uppercut Games Pty Ltd
Sunset Overdrive,Xbox One,Action,81,7.7,M,Insomniac Games
Sunset Overdrive and the Mystery of the Mooil Rig!,Xbox One,Action,65,7.5,M,Insomniac Games
Sunset Overdrive: Dawn of the Rise of the Fallen Machines,Xbox One,Action,No score yet,5.8,,Insomniac Games
Super Mega Baseball: Extra Innings,Xbox One,Sports,80,7.6,E,Metalhead Software
Super Mutant Alien Assault,Xbox One,Action,62,tbd,T,Cybernate
Super Night Riders,Xbox One,Racing,36,tbd,E,neko.works
Super Time Force,Xbox One,Action,80,6.6,T,Capy Games
Super Toy Cars,Xbox One,Racing,47,5.4,E,Eclipse Games
Super Ultra Dead Rising 3' Arcade Remix Hyper Edition EX Plus Alpha,Xbox One,Action,75,6.0,M,Capcom Vancouver
SUPERHOT,Xbox One,Modern,83,7.8,T,SUPERHOT
Sword Coast Legends,Xbox One,Role-Playing,58,6.8,T,n-Space
Tachyon Project,Xbox One,Action,74,7.8,E,Eclipse Games
Tales from the Borderlands: A Telltale Game Series,Xbox One,Adventure,88,7.6,M,Telltale Games
Tales From The Borderlands: Episode 1 - Zer0 Sum,Xbox One,Miscellaneous,82,8.3,M,Telltale Games
Tales From The Borderlands: Episode 2 - Atlas Mugged,Xbox One,Adventure,78,8.0,M,Telltale Games
Tales From The Borderlands: Episode 3 - Catch A Ride,Xbox One,Adventure,65,7.1,M,Telltale Games
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,Xbox One,Adventure,No score yet,8.4,M,Telltale Games
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,Xbox One,Adventure,No score yet,8.2,M,Telltale Games
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox One,Action,55,6.0,T,PlatinumGames
Tembo the Badass Elephant,Xbox One,Action Adventure,70,7.3,E10+,Game Freak
Terraria,Xbox One,Action,84,7.7,T,Engine Software
Teslagrad,Xbox One,Action,76,tbd,E,Rain Games
Teslapunk,Xbox One,Action,70,7.7,E,klutzGames
Tetraminos,Xbox One,Puzzle,No score yet,7.0,E,Sanuk Games
Tetris Ultimate,Xbox One,Miscellaneous,59,4.3,E,Ubisoft
Tetrobot and Co.,Xbox One,Puzzle,71,tbd,E,Swing Swing Submarine
The Amazing Spider-Man 2,Xbox One,Action,46,5.2,T,Beenox
The Banner Saga,Xbox One,Role-Playing,76,7.9,T,Stoic
The Banner Saga 2,Xbox One,Strategy,84,8.1,T,Stoic Jester Studios
The Binding of Isaac: Rebirth,Xbox One,Action,No score yet,7.7,M,Nicalis
The Book of Unwritten Tales 2,Xbox One,Adventure,79,8.3,T,KING Art
The Bridge,Xbox One,Puzzle,70,8.3,E,Ty Taylor and Mario Castaneda
The Bunker,Xbox One,Adventure,66,6.1,T,Splendy Games
The Crew,Xbox One,Racing,64,5.9,T,Ubisoft Reflections
The Crew: Wild Run,Xbox One,Racing,65,6.9,T,Ivory Tower
The Crew: Wild Run Edition,Xbox One,Racing,No score yet,7.5,T,Ivory Tower
The Deer God,Xbox One,Action,59,4.1,T,Cinopt Studios LLC
The Elder Scrolls Online: Tamriel Unlimited,Xbox One,First-Person,77,8.4,M,ZeniMax Media
The Elder Scrolls Online: Tamriel Unlimited - Orsinium,Xbox One,Role-Playing,No score yet,3.6,M,ZeniMax Media
The Elder Scrolls Online: Tamriel Unlimited - The Imperial City,Xbox One,Role-Playing,No score yet,9.0,M,ZeniMax Media
The Elder Scrolls V: Skyrim Special Edition,Xbox One,Role-Playing,No score yet,6.4,M,Bethesda Game Studios
The Escapists,Xbox One,Action,74,7.0,T,Mouldy Toof Studios
The Escapists: The Walking Dead,Xbox One,Action,65,7.4,T,Team 17
The Evil Within,Xbox One,Action Adventure,79,7.3,M,Tango Gameworks
The Evil Within: The Assignment,Xbox One,Action Adventure,80,8.8,M,Tango Gameworks
The Evil Within: The Consequence,Xbox One,Action Adventure,76,8.5,,Tango Gameworks
The Evil Within: The Executioner,Xbox One,Action Adventure,No score yet,7.0,,Tango Gameworks
The Fall,Xbox One,Action Adventure,No score yet,6.8,T,Over The Moon
The Final Station,Xbox One,Action Adventure,70,tbd,M,tinyBuild
The Flame in the Flood,Xbox One,Action Adventure,74,5.1,T,The Molasses Flood
The Golf Club,Xbox One,Traditional,64,5.3,E,HB Studios Multimedia
The Incredible Adventures of Van Helsing,Xbox One,Role-Playing,59,7.5,T,NeocoreGames
The Incredible Adventures of Van Helsing II,Xbox One,Role-Playing,66,tbd,T,NeocoreGames
The Jackbox Party Pack,Xbox One,Miscellaneous,78,8.0,T,Jackbox Games
The Jackbox Party Pack 2,Xbox One,Miscellaneous,80,tbd,T,Jackbox Games
The Legend of Korra,Xbox One,Action Adventure,49,6.2,T,PlatinumGames
The LEGO Movie Videogame,Xbox One,Action Adventure,69,6.9,E10+,TT Games
The Living Dungeon,Xbox One,Miscellaneous,63,tbd,T,RadiationBurn
The Magic Circle: Gold Edition,Xbox One,Adventure,78,tbd,M,Question
The Park,Xbox One,Action Adventure,61,6.7,M,Funcom
The Peanuts Movie: Snoopy's Grand Adventure,Xbox One,Action,60,tbd,E,Activision
The Pinball Arcade,Xbox One,Action,No score yet,7.9,E10+,Farsight Studios
The Solus Project,Xbox One,Action,69,5.8,T,Grip Games
The Swapper,Xbox One,Action,92,7.4,E10+,Facepalm Games
The Technomancer,Xbox One,Role-Playing,68,7.4,M,Spiders
The Turing Test,Xbox One,Action,80,7.9,T,Bulkhead Interactive
The Walking Dead: A Telltale Games Series - The Complete First Season,Xbox One,Miscellaneous,No score yet,8.3,M,Telltale Games
The Walking Dead: Michonne - Episode 1: In Too Deep,Xbox One,Adventure,65,7.2,M,Skybound LLC
The Walking Dead: Michonne - Episode 2: Give No Shelter,Xbox One,Adventure,78,6.3,M,Telltale Games
The Walking Dead: Michonne - Episode 3: What We Deserve,Xbox One,Adventure,73,7.5,M,Telltale Games
The Walking Dead: Season Two - A Telltale Games Series,Xbox One,Action,No score yet,7.9,M,Telltale Games
The Witcher 3: Wild Hunt,Xbox One,Role-Playing,91,9.2,M,CD Projekt Red Studio
The Witcher 3: Wild Hunt - Blood and Wine,Xbox One,Role-Playing,94,8.5,M,CD Projekt Red Studio
The Witcher 3: Wild Hunt - Complete Edition,Xbox One,Role-Playing,No score yet,8.7,M,CD Projekt Red Studio
The Witcher 3: Wild Hunt - Hearts of Stone,Xbox One,Role-Playing,90,9.1,M,CD Projekt Red Studio
The Witness,Xbox One,Adventure,86,7.3,E,Thekla
The Wolf Among Us,Xbox One,Action Adventure,No score yet,8.5,M,Telltale Games
Thief,Xbox One,Action Adventure,69,5.9,M,Eidos Montreal
This War of Mine: The Little Ones,Xbox One,Strategy,78,7.2,M,11 bit studios
Thomas Was Alone,Xbox One,Action,No score yet,6.6,E,Mike Bithell
Three Fourths Home: Extended Edition,Xbox One,Adventure,64,3.3,M,[bracket]games
Threes!,Xbox One,Miscellaneous,No score yet,6.8,E,Hidden Variable Studios
Tiny Troopers: Joint Ops,Xbox One,Action,62,5.0,T,Kukouri Mobile Entertainment
Titanfall,Xbox One,Action,86,6.4,M,Respawn Entertainment
Titanfall 2,Xbox One,Action,91,7.3,M,Respawn Entertainment
Titanfall: Expedition,Xbox One,Action,73,4.7,M,Respawn Entertainment
Titanfall: Frontier's Edge,Xbox One,Action,75,5.9,,Respawn Entertainment
Ultratron,Xbox One,Action,74,6.3,E,Puppy Games
Unepic,Xbox One,Action,75,6.3,T,EnjoyUp Games
Unmechanical: Extended Edition,Xbox One,Action,66,7.8,E,Grip Games
Uno,Xbox One,Miscellaneous,57,6.7,E,Ubisoft Chengdu
Unravel,Xbox One,Action,75,8.4,E,Coldwood Interactive
Valentino Rossi The Game,Xbox One,Racing,74,8.1,E,Milestone S.r.l
Valiant Hearts: The Great War,Xbox One,Action,81,8.0,T,Ubisoft Montpellier
Valley,Xbox One,Action Adventure,68,7.9,T,Blue Isle Studios
Velocity 2X,Xbox One,Action,84,7.3,E10+,FuturLab
Virginia,Xbox One,Adventure,80,7.0,M,505 Games
Volgarr the Viking,Xbox One,Action,77,6.2,T,Crazy Viking Studios
Warframe,Xbox One,Action,62,6.3,M,Digital Extremes
Warhammer: End Times - Vermintide,Xbox One,Action,78,8.7,M,Fatshark AB
Warriors Orochi 3 Ultimate,Xbox One,Action,73,7.2,T,Omega Force
Wasteland 2: Director's Cut,Xbox One,Role-Playing,77,7.1,M,InXile Entertainment
Watch Dogs,Xbox One,Action Adventure,78,5.8,M,Ubisoft Montreal
Watch Dogs: Bad Blood,Xbox One,Action Adventure,77,5.6,M,Ubisoft Montreal
Watch Dogs: Complete Edition,Xbox One,Action Adventure,No score yet,6.6,,Ubisoft
WE ARE DOOMED,Xbox One,Action,58,tbd,E,Vertex Pop
Whispering Willows,Xbox One,Adventure,57,6.6,T,Abstraction Games
White Night,Xbox One,Action,61,7.7,M,OSome Studio
Wolfenstein: The New Order,Xbox One,Action,79,7.8,M,MachineGames
Wolfenstein: The Old Blood,Xbox One,Action,75,8.0,,MachineGames
Wondershot,Xbox One,Action,65,tbd,E10+,Leikir Studio
World of Tanks,Xbox One,Action,76,6.1,T,Wargaming.net
Worms Battlegrounds,Xbox One,Strategy,70,6.4,E10+,Team 17
Worms W.M.D,Xbox One,Strategy,75,8.1,E10+,Team 17
WRC 5,Xbox One,Racing,70,6.0,E,Kylotonn
WRC 6: FIA World Rally Championship,Xbox One,Racing,68,tbd,E,Kylotonn
WWE 2K15,Xbox One,Action,56,5.7,T,Yuke's
WWE 2K16,Xbox One,Action,72,5.7,T,Yuke's
WWE 2K17,Xbox One,Sports,72,6.2,T,Yuke's
Xbox Fitness,Xbox One,Miscellaneous,71,6.0,E,Sumo Digital
Xbox One,Xbox One,Hardware,No score yet,6.5,,Microsoft Game S
#KILLALLZOMBIES,PlayStation 4,Action,63,6.5,T,Beatshapers
10 Second Ninja X,PlayStation 4,Action,76,7.0,T,GameDesignDan
1001 Spikes,PlayStation 4,Action,78,6.7,T,Nicalis
100ft Robot Golf,PlayStation 4,Sports,54,6.4,E10+,No Goblin
101 Ways to Die,PlayStation 4,Action,60,5.0,T,4 Door Lemon
140,PlayStation 4,Action,72,tbd,E,Jeppe Carlsen
